period_date,organization_id,metric_id,value,unit,method_version,description,status
2025-12-31,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-01,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-01,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-01,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-01,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-02,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-02,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-02,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-02,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-03,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-03,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-03,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-03,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-04,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-04,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-04,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-04,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-05,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-05,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-05,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-05,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-06,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-06,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-06,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-06,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-07,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-07,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-07,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-07,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-08,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-08,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-08,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-08,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-09,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-09,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-09,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-09,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-10,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-10,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-10,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-10,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-11,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-11,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-11,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-11,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-12,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-12,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-12,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-12,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-13,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-13,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-13,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-13,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-14,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-14,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-14,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-14,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-15,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-15,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-15,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-15,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-16,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-16,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-16,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-16,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-17,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-17,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-17,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-17,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-18,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-18,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-18,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-18,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-19,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-19,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-19,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-19,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-20,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-20,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-20,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-20,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-21,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-21,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-21,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-21,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-22,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-22,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-22,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-22,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-23,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-23,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-23,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-23,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-24,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-24,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-24,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-24,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-25,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-25,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-25,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-25,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-26,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-26,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-26,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-26,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-27,60a2706c-ff10-4966-8fc0-54b217490646,clients_sbirt_mi_eligible,1,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-27,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_sbirt_mi_eligible,16,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-27,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_sbirt_mi_eligible,2,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2026-01-27,,clients_sbirt_mi_eligible,24,count,v1,Clients eligible for SBIRT/MI (alcohol or drug problems),prod
2024-05-08,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2024-05-15,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2024-05-28,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-05-29,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-05-31,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-06-04,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-06-11,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-06-12,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2024-06-16,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-06-21,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-06-25,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2024-07-08,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,2,count,v1,Daily in-person encounters,prod
2024-08-08,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-09-05,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-09-24,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,2,count,v1,Daily in-person encounters,prod
2024-09-25,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,2,count,v1,Daily in-person encounters,prod
2024-09-27,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-09-30,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2024-10-01,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2024-10-02,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-10-04,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2024-10-08,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,2,count,v1,Daily in-person encounters,prod
2024-10-09,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-10-17,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,2,count,v1,Daily in-person encounters,prod
2024-11-20,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-11-21,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-11-26,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,2,count,v1,Daily in-person encounters,prod
2024-11-27,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2024-12-19,602ec278-054a-473e-a553-957bd5ac8c6f,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2025-01-13,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-01-21,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,4,count,v1,Daily in-person encounters,prod
2025-01-22,602ec278-054a-473e-a553-957bd5ac8c6f,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2025-01-23,602ec278-054a-473e-a553-957bd5ac8c6f,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2025-01-24,602ec278-054a-473e-a553-957bd5ac8c6f,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2025-01-27,602ec278-054a-473e-a553-957bd5ac8c6f,encounters_in_person,0,count,v1,Daily in-person encounters,prod
2025-01-29,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-01-31,602ec278-054a-473e-a553-957bd5ac8c6f,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-02-10,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,2,count,v1,Daily in-person encounters,prod
2025-04-17,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-04-23,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-07-08,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-08-07,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-08-07,d49549fa-5068-4a6e-81fc-eb6c315d2d53,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-08-13,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-08-15,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-08-22,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,3,count,v1,Daily in-person encounters,prod
2025-08-26,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,2,count,v1,Daily in-person encounters,prod
2025-08-27,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-08-28,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,2,count,v1,Daily in-person encounters,prod
2025-09-01,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-09-02,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,4,count,v1,Daily in-person encounters,prod
2025-09-03,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_in_person,1,count,v1,Daily in-person encounters,prod
2025-09-03,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,encounters_in_person,3,count,v1,Daily in-person encounters,prod
2025-09-04,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,encounters_in_person,2,count,v1,Daily in-person encounters,prod
2024-05-08,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-05-15,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-05-28,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-05-29,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-05-31,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,1,count,v1,Daily phone telehealth encounters,prod
2024-06-04,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,2,count,v1,Daily phone telehealth encounters,prod
2024-06-11,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-06-12,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-06-16,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-06-21,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-06-25,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-07-08,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-08-08,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-09-05,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-09-24,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-09-25,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-09-27,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-09-30,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-10-01,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-10-02,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-10-04,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-10-08,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-10-09,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-10-17,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-11-20,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-11-21,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-11-26,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-11-27,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2024-12-19,602ec278-054a-473e-a553-957bd5ac8c6f,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2025-01-13,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
2025-01-21,92dd11a8-2635-476b-a8d0-573cf74d4487,encounters_phone_telehealth,0,count,v1,Daily phone telehealth encounters,prod
